source,target
24,407
24,147
24,33
24,102
24,470
24,422
24,304
24,447
25,491
25,276
25,25
25,156
25,345
25,27
25,450
25,498
26,292
26,401
26,279
26,278
26,303
26,115
26,423
26,415
26,54
27,362
27,176
27,233
27,498
27,303
27,345
28,40
28,59
28,84
28,320
28,28
28,334
28,285
28,325
28,485
28,237
28,92
28,235
28,37
28,150
28,65
28,366
28,51
29,84
29,237
29,320
29,234
29,458
29,47
30,215
30,277
30,241
30,156
30,67
31,248
31,336
31,90
31,161
31,110
31,230
31,337
31,460
31,338
31,225
32,384
32,96
32,287
32,369
32,368
32,202
32,142
32,60
32,492
32,445
33,267
33,147
33,281
33,102
33,53
34,125
34,345
34,340
34,276
34,462
34,231
34,498
35,139
35,157
35,58
35,59
35,61
35,224
36,325
36,300
36,42
36,466
36,93
36,239
36,36
36,61
36,343
36,355
37,60
37,350
37,289
37,313
37,189
37,98
37,489
37,244
38,405
38,153
38,468
38,448
38,147
38,431
38,204
39,43
39,81
39,462
39,97
39,295
39,180
39,56
39,209
40,230
40,284
40,460
40,248
41,206
41,422
41,447
41,304
41,104
41,330
42,403
42,74
42,101
42,119
42,469
42,91
42,221
43,142
43,446
43,150
43,56
43,321
43,80
43,209
44,114
44,239
44,247
44,386
44,203
44,266
44,183
44,466
44,343
44,101
45,153
45,45
45,267
45,85
46,258
46,133
46,409
46,432
46,85
46,435
46,46
46,126
47,374
47,72
47,95
47,439
47,69
47,319
47,419
47,97
47,114
47,159
47,186
47,250
47,269
47,299
47,423
47,467
48,449
48,288
48,171
48,67
48,249
48,495
48,50
48,381
48,418
48,372
48,241
48,315
48,328
48,277
48,177
48,385
48,135
48,474
48,187
48,189
48,260
48,431
48,346
48,399
49,278
49,428
49,279
49,168
49,415
49,401
49,50
49,446
50,390
50,277
50,318
50,241
50,328
50,436
50,213
50,193
50,88
51,296
51,477
51,88
51,496
51,114
51,167
51,66
51,472
51,417
51,95
51,207
51,269
51,467
52,131
52,199
52,80
52,59
52,61
52,427
53,168
53,181
54,130
54,279
54,428
54,76
54,371
55,281
55,408
55,441
55,388
55,73
55,330
56,67
56,99
56,209
56,357
56,80
56,349
56,321
56,180
56,446
56,175
56,462
56,197
56,427
56,295
56,226
56,81
56,89
56,260
56,84
57,422
57,304
57,346
57,193
58,131
58,139
58,58
58,70
58,411
58,210
58,199
58,215
58,61
58,64
58,311
59,411
59,70
59,210
59,148
59,61
59,62
60,202
60,368
60,96
60,219
60,492
60,127
60,363
61,139
61,482
61,148
61,234
61,87
61,199
61,70
61,157
61,64
61,385
61,364
61,77
62,213
62,218
62,145
62,398
62,246
62,410
62,399
62,265
62,114
62,121
62,302
62,163
62,473
62,166
62,159
62,86
62,417
62,266
62,137
62,259
62,146
62,150
62,472
62,69
62,268
62,419
62,311
62,250
62,66
62,327
62,357
62,168
62,132
62,136
62,467
63,198
63,437
63,106
63,494
63,240
63,461
63,63
63,98
64,148
64,174
65,471
65,285
65,320
65,237
65,334
65,84
65,450
65,366
65,458
65,485
65,65
65,277
65,418
66,374
66,467
66,411
66,72
66,263
66,398
66,439
66,278
67,171
67,187
67,372
67,95
68,153
68,162
68,165
68,429
68,188
68,196
68,204
68,79
68,468
69,296
69,311
69,323
69,114
69,136
69,191
69,317
69,364
69,423
69,467
71,100
71,414
71,104
71,78
71,172
71,424
71,412
71,87
71,120
71,274
71,283
71,375
71,471
72,471
72,319
72,475
72,223
72,193
72,114
72,136
72,186
72,467
72,111
73,154
73,309
73,267
73,140
73,447
73,329
73,201
73,330
74,375
74,251
74,91
74,77
74,78
75,133
75,432
75,409
75,437
75,85
75,359
75,360
76,130
76,261
76,279
76,415
76,303
76,235
76,245
76,254
77,298
77,300
77,183
77,116
77,343
77,221
77,358
78,326
78,305
78,142
78,241
78,198
78,220
78,471
78,122
79,96
79,196
79,455
79,153
79,425
79,224
79,211
79,483
80,217
80,357
80,446
80,175
80,457
80,295
80,349
80,265
80,209
81,464
81,295
81,427
81,321
82,464
82,216
82,383
82,412
82,342
82,350
82,222
83,375
83,306
83,198
83,172
83,152
83,203
83,142
83,169
83,220
83,337
83,395
83,412
83,471
83,405
84,332
84,463
84,450
84,485
84,285
84,348
84,366
85,435
85,488
85,126
85,360
85,432
85,418
85,377
86,164
86,97
86,145
86,263
86,301
86,268
86,374
86,467
87,139
87,411
87,157
87,131
87,477
87,441
87,347
88,421
88,114
88,159
88,467
88,480
88,473
88,339
88,97
88,282
89,284
89,427
89,175
89,180
89,446
89,321
89,357
89,349
89,226
89,99
89,385
89,217
90,205
90,336
90,257
90,105
90,339
90,229
90,197
91,428
91,128
91,183
91,465
91,247
91,469
91,256
91,157
91,478
91,123
92,450
92,458
92,463
92,320
92,366
92,108
92,310
92,97
93,468
93,302
93,343
93,221
93,261
93,231
93,376
94,158
94,496
94,345
94,470
94,289
94,231
94,498
94,106
95,134
95,419
95,146
95,218
95,97
95,129
95,150
95,167
95,302
95,339
96,262
96,219
96,384
96,368
96,124
96,492
96,102
97,223
97,146
97,167
97,114
97,121
97,290
97,399
97,467
98,289
98,313
98,437
98,98
98,335
98,391
98,376
98,227
98,122
98,135
99,162
99,295
99,197
99,457
100,142
100,283
100,471
100,198
100,442
100,430
100,473
100,108
100,220
100,380
100,404
101,278
101,221
101,478
101,242
101,128
101,116
101,256
101,435
102,147
102,281
103,305
103,402
103,169
103,353
103,493
103,109
103,120
103,142
103,152
103,220
103,306
103,326
103,375
104,490
104,275
104,430
104,440
104,426
104,433
104,344
104,142
104,363
104,375
105,284
105,460
105,205
105,338
105,300
105,248
105,454
106,295
106,289
106,335
106,489
106,122
106,494
106,376
107,301
107,153
107,431
107,297
107,452
107,366
108,363
108,487
108,220
108,305
108,270
108,353
108,215
108,169
108,275
108,200
108,152
108,332
108,283
108,425
108,400
108,471
109,402
109,109
109,115
109,141
109,154
109,283
109,326
109,351
109,375
109,394
109,471
110,460
110,225
110,230
110,236
110,142
111,286
111,191
111,119
111,347
111,222
112,164
112,344
112,187
112,198
112,437
113,257
113,201
113,460
113,205
113,230
113,344
113,163
113,409
114,473
114,263
114,166
114,445
114,327
114,151
114,259
114,497
114,423
114,467
115,388
115,401
115,279
115,428
116,407
116,465
116,221
117,385
117,453
117,372
117,286
117,241
117,187
117,443
118,300
118,358
118,403
118,386
118,343
118,471
119,312
119,464
119,342
119,383
119,356
119,388
119,350
119,367
120,305
120,283
120,169
120,232
120,220
120,451
120,402
120,301
120,163
121,134
121,151
121,480
121,166
121,430
121,129
121,190
121,280
121,467
121,176
122,283
122,337
122,436
122,289
122,437
122,376
123,343
123,203
123,358
123,333
124,369
124,262
124,402
124,170
125,420
125,470
125,491
125,498
126,170
126,435
126,133
126,488
126,348
127,287
127,492
127,138
127,232
127,272
128,168
128,343
128,355
128,466
128,242
128,231
128,393
128,183
128,221
129,339
129,419
129,161
129,132
129,194
129,246
129,266
129,327
129,364
129,467
130,404
130,254
130,223
130,282
130,168
131,148
131,139
131,199
131,292
131,411
131,249
132,234
132,154
132,223
132,477
132,311
132,339
132,445
132,354
132,419
132,406
132,166
132,190
132,410
133,207
133,133
133,360
133,362
133,432
133,488
133,253
134,459
134,207
134,396
134,194
134,272
134,374
134,467
134,340
135,260
135,385
135,286
135,273
135,474
135,153
136,153
136,159
136,184
136,268
136,249
136,190
137,151
137,145
137,166
137,167
137,357
137,467
138,384
138,262
138,252
138,219
138,492
138,361
139,482
139,210
139,234
139,411
139,157
139,139
139,278
140,220
140,147
140,447
140,281
140,422
140,275
140,408
140,304
140,324
140,330
141,323
141,306
141,271
141,414
141,172
141,433
141,195
141,371
141,356
141,142
141,283
141,394
141,395
142,301
142,371
142,195
142,451
142,154
142,421
142,142
142,353
142,414
142,490
142,232
142,169
142,270
142,442
142,407
142,192
142,274
142,430
142,404
142,143
142,426
142,200
142,392
142,487
142,220
142,450
142,266
142,158
142,326
142,375
143,192
143,442
143,480
143,154
143,220
143,232
143,363
143,375
144,262
144,369
144,368
144,287
144,422
144,492
145,472
145,419
145,399
145,470
145,150
145,184
145,191
145,268
145,339
146,167
146,265
146,439
147,329
147,208
147,147
147,304
147,441
147,434
147,178
147,408
148,160
148,363
149,387
149,342
149,222
149,481
149,392
149,470
150,207
150,446
150,186
150,399
150,445
150,467
150,477
151,280
151,214
151,467
152,205
152,274
152,323
152,487
152,375
152,326
152,152
152,291
152,353
152,404
153,405
153,153
153,162
153,188
153,455
153,449
153,165
153,297
153,468
153,429
153,425
153,443
153,454
153,483
153,204
153,211
154,487
154,270
154,426
154,490
154,275
154,430
154,308
154,395
154,154
154,283
154,402
154,305
154,172
154,375
155,260
155,385
155,243
155,162
155,174
155,310
156,287
156,290
156,341
156,231
157,210
157,157
157,424
158,271
158,232
158,487
158,283
158,375
158,471
158,209
159,496
159,319
159,184
159,194
159,432
159,299
159,398
159,467
160,229
160,336
160,370
160,205
160,236
160,248
161,257
161,352
161,177
161,201
161,333
161,338
161,225
161,248
162,425
162,297
162,455
162,214
163,410
163,420
163,190
163,339
163,439
163,467
163,261
164,418
164,495
164,372
164,499
164,318
164,377
165,188
165,454
165,337
165,297
165,431
165,443
165,196
165,468
165,498
166,417
166,272
166,317
166,477
166,420
166,459
166,490
166,299
166,327
166,467
167,223
167,412
167,191
167,399
167,445
167,467
167,477
168,375
168,374
168,279
168,278
168,396
168,389
168,245
169,487
169,396
169,351
169,375
169,407
169,443
170,359
170,360
170,253
170,435
171,385
171,181
171,316
171,418
171,228
171,450
172,215
172,271
172,357
172,198
172,375
172,431
173,333
173,273
173,418
173,312
173,417
173,436
173,456
173,313
174,416
174,241
174,474
174,315
174,385
174,499
174,495
174,397
174,413
174,310
174,309
174,381
174,472
174,369
174,187
174,269
174,343
175,200
175,321
175,295
175,209
175,226
175,349
175,308
175,217
176,233
176,470
176,231
176,498
177,248
177,385
177,177
177,344
177,495
177,466
178,388
178,279
178,282
178,255
178,243
179,195
179,351
179,394
179,407
179,184
179,198
179,326
179,375
179,404
179,181
180,295
180,457
180,446
180,197
180,427
180,321
180,209
181,260
181,385
181,413
181,436
181,344
181,372
181,266
182,388
182,279
182,278
182,441
183,492
183,349
183,183
183,358
183,203
183,466
183,469
183,479
183,465
183,300
183,355
183,256
183,414
183,331
183,221
184,374
184,341
184,314
184,364
184,420
184,439
184,467
185,258
185,409
185,435
185,360
185,420
186,266
186,190
186,302
186,467
186,475
186,354
186,445
186,339
186,290
186,311
186,268
186,326
186,191
186,259
186,265
186,398
186,477
187,385
187,298
187,390
187,381
187,296
187,193
187,499
187,372
188,405
188,431
188,188
188,211
188,468
188,448
188,449
188,267
189,436
189,348
189,416
189,248
189,212
190,353
190,191
190,194
190,423
191,445
191,398
191,467
191,477
192,306
192,400
192,255
192,375
192,407
193,318
193,286
193,216
193,453
194,429
194,364
194,467
194,331
194,213
194,330
195,301
195,355
195,220
195,375
196,429
196,431
196,449
196,425
196,196
196,443
196,265
196,454
196,468
196,224
196,218
197,453
197,295
197,427
198,375
199,234
199,418
200,270
200,215
200,220
200,283
200,375
200,407
200,471
201,229
201,225
201,336
201,341
201,337
201,230
202,262
202,202
202,287
202,252
203,256
203,473
203,221
204,454
204,425
204,238
204,429
204,468
204,351
204,473
205,257
205,248
205,341
205,460
205,229
205,365
205,338
205,230
205,236
205,364
206,330
206,349
207,419
207,259
207,223
207,246
207,268
207,420
207,467
208,228
208,281
208,330
208,358
209,477
209,295
209,321
209,217
210,411
210,402
210,434
210,221
211,236
211,405
211,448
211,425
211,297
211,431
211,238
211,483
211,468
211,339
212,277
212,436
212,371
213,292
213,217
213,467
214,342
214,347
214,350
214,367
214,469
215,407
215,274
215,332
215,220
215,375
216,464
216,342
216,367
216,297
216,481
217,321
217,465
218,495
218,339
218,268
218,272
218,364
218,438
218,439
219,287
219,369
219,252
219,302
220,371
220,301
220,406
220,394
220,400
220,275
220,442
220,326
220,490
220,424
220,291
220,337
220,333
220,475
220,351
220,353
221,247
221,469
221,386
221,479
221,403
221,436
222,338
222,342
222,238
222,481
223,290
223,354
223,420
223,467
224,375
224,455
224,443
224,425
225,333
225,338
225,365
225,280
225,323
226,392
226,295
226,457
227,474
227,467
227,444
227,335
227,489
227,473
228,390
228,298
228,436
228,293
228,294
229,338
229,256
229,230
229,236
229,248
230,284
230,338
230,333
230,336
230,370
230,242
230,236
231,331
231,340
231,345
231,491
231,276
231,498
232,451
232,453
232,274
232,283
232,351
232,375
232,304
233,410
233,331
233,345
233,461
235,285
235,450
235,463
235,345
235,366
235,379
235,254
236,338
236,460
236,248
236,257
236,341
236,352
237,450
237,325
237,329
237,335
238,431
238,468
239,400
239,438
239,386
239,393
240,289
240,437
240,313
240,335
240,376
241,260
241,273
241,298
242,452
242,393
242,343
243,385
243,298
243,372
243,380
244,471
244,313
244,444
244,246
245,396
245,279
245,278
245,378
245,261
245,282
245,254
245,446
246,296
246,265
246,495
246,290
246,299
246,398
246,420
247,257
247,300
247,343
247,390
248,460
248,338
248,341
248,370
248,333
248,486
248,413
249,390
249,294
249,499
249,456
250,280
250,473
250,290
250,398
250,420
250,423
250,467
251,365
251,326
251,362
252,492
253,423
253,409
253,254
254,401
254,279
254,389
255,342
255,388
255,279
255,282
256,371
256,300
256,352
256,465
257,361
258,360
258,488
258,320
258,435
259,484
259,327
259,299
259,319
259,477
259,363
259,410
259,467
260,382
260,385
260,298
260,327
261,388
261,279
261,264
261,452
262,368
262,287
262,333
262,492
262,386
263,317
263,499
263,327
263,467
263,477
263,264
264,389
264,378
264,396
264,428
265,477
265,266
265,328
265,354
265,467
266,314
266,374
266,379
266,420
266,445
266,467
267,476
267,294
268,429
268,299
268,467
269,364
269,379
269,290
269,423
269,467
269,276
270,375
270,407
270,471
270,279
271,440
271,300
271,283
271,375
272,438
272,473
272,393
272,488
273,380
273,385
273,286
273,456
273,394
273,298
274,402
274,471
274,275
274,283
274,440
274,497
274,407
275,308
275,375
276,390
276,322
276,276
276,470
276,331
276,340
276,498
277,385
277,286
277,316
277,372
278,468
278,396
278,389
278,282
278,278
278,279
278,497
278,401
278,388
278,378
278,428
278,452
279,452
279,415
279,428
279,389
279,401
279,303
279,378
279,396
279,282
280,299
280,319
280,371
280,290
280,311
280,467
281,408
281,341
281,304
281,329
281,330
282,378
283,353
283,407
283,332
283,490
283,442
283,430
283,412
283,316
283,326
283,371
283,375
284,486
284,352
284,284
284,460
284,338
285,463
285,366
285,320
285,317
285,450
285,485
285,499
286,456
286,491
287,492
288,293
288,288
288,330
288,416
288,298
288,373
289,471
289,289
289,461
289,489
289,376
289,391
289,322
290,472
290,290
290,417
290,419
290,327
290,475
290,439
290,467
290,477
291,433
291,328
291,375
291,471
291,481
292,294
292,364
292,484
292,327
292,399
292,467
293,385
293,413
293,409
293,298
293,373
293,403
294,397
294,344
294,315
294,372
295,357
295,457
295,321
295,462
295,295
295,427
296,370
296,299
296,379
296,467
297,297
297,468
298,390
298,418
298,315
298,310
298,397
298,309
298,421
298,372
299,417
299,339
299,487
299,445
299,477
300,478
300,466
301,471
302,467
303,388
303,389
303,378
303,482
303,452
304,434
304,447
304,441
305,375
305,395
306,331
306,375
306,400
307,385
307,390
307,318
307,381
307,442
307,310
308,332
308,308
308,366
308,375
308,404
309,385
309,416
309,318
310,390
310,316
310,475
311,339
311,420
311,467
312,418
312,348
312,312
312,373
313,313
313,461
313,444
313,494
314,472
314,493
314,326
314,467
315,326
315,416
315,346
315,358
315,435
315,359
316,375
316,397
317,317
317,347
317,467
317,477
318,448
319,373
319,467
320,450
320,393
320,458
320,463
321,457
321,357
321,321
321,349
322,322
322,378
322,470
322,345
322,491
322,498
323,323
323,375
324,467
324,422
324,434
324,413
325,486
325,450
325,458
325,463
325,485
325,366
326,332
326,424
326,407
326,363
326,395
326,406
326,451
326,351
326,375
327,463
327,327
327,445
327,467
327,444
328,385
328,413
328,382
328,348
329,346
330,422
330,408
330,476
331,470
331,377
331,345
331,491
332,375
332,471
333,352
333,361
333,486
333,338
333,370
334,450
334,334
334,383
334,366
335,391
335,335
335,376
336,385
336,338
336,370
337,363
337,375
337,471
338,460
338,370
338,352
338,338
338,365
338,361
338,341
338,379
338,457
339,439
339,354
339,341
339,420
339,467
340,498
340,345
341,352
341,451
342,481
342,464
342,356
342,367
342,387
342,342
342,382
342,350
342,357
343,393
343,358
343,355
343,432
344,373
345,345
345,498
345,481
346,346
346,434
346,408
346,422
346,383
347,375
347,387
347,356
347,350
348,348
349,375
349,457
349,357
350,412
350,464
350,382
350,367
351,353
351,351
351,375
351,400
351,407
352,460
352,365
353,493
353,375
353,471
353,387
354,423
354,467
355,386
355,441
356,481
356,367
357,446
358,465
358,478
358,386
359,416
359,435
359,377
359,360
360,478
360,409
360,432
360,488
360,435
360,377
360,497
360,367
362,459
362,403
362,479
363,400
363,375
363,471
364,484
364,459
364,398
364,467
365,460
366,458
366,366
366,463
366,485
366,450
366,370
367,385
367,382
367,464
367,481
367,383
367,367
368,384
368,492
369,492
369,405
371,375
371,471
372,456
372,397
372,418
372,403
373,397
374,439
374,467
375,395
375,402
375,407
375,412
375,400
375,440
375,442
375,392
375,451
375,380
375,406
375,414
375,487
375,490
375,426
375,433
376,391
376,489
376,494
376,461
376,444
376,437
377,377
377,488
378,467
378,422
378,489
379,445
379,477
379,417
379,467
379,420
379,423
380,451
380,430
380,471
381,385
381,390
381,397
382,387
382,481
384,438
384,492
384,455
385,413
385,456
385,453
385,418
385,436
386,467
386,478
386,466
387,425
388,394
389,397
389,428
391,489
391,461
391,419
391,437
392,395
392,440
393,403
394,451
394,406
394,482
394,402
394,471
395,496
395,471
396,497
396,401
396,464
396,452
397,416
398,423
398,467
399,459
399,484
399,467
400,471
400,466
401,491
401,452
402,460
402,424
402,407
403,426
403,423
403,415
403,469
403,465
403,478
404,424
404,404
404,414
404,421
404,426
406,471
407,430
407,490
407,471
408,434
408,476
408,498
409,488
409,432
410,445
410,420
410,477
411,482
411,434
412,498
413,461
414,445
415,497
415,452
417,492
417,458
417,445
417,467
418,495
420,445
420,459
420,467
421,490
421,426
422,476
423,485
423,459
423,477
423,493
423,473
423,467
425,448
425,429
425,443
425,468
425,465
426,471
428,497
429,455
431,443
431,454
431,449
431,468
433,478
436,499
437,461
437,444
437,494
438,467
439,475
439,473
439,474
439,445
439,467
440,471
442,451
442,462
442,471
443,468
444,494
444,461
445,480
445,459
445,472
445,467
446,457
447,491
448,454
448,468
448,448
448,478
449,455
450,463
450,458
450,450
450,477
451,471
451,476
453,467
455,468
456,496
457,462
458,458
458,463
459,467
460,486
463,485
465,479
465,478
467,484
467,477
467,467
467,472
467,493
467,480
467,496
468,483
468,468
471,471
473,477
477,480
478,479
479,491
483,493
491,498
492,492
498,498
